chrom	start	end	sample	gt	supporting_sites	sites	DP	switches	CIGAR
II	3723633	3726162	E107	2	24	32	2.95833333333	8	A11R1A1R3A5R2A4R2A3
II	3726207	3836936	E107	1	234	297	3.14102564103	66	R6A1R10A1R26A5R1A2R2A2R3A6R19A1R4A4R1A1R38A5R6A4R4A1R19A2R43A1R2A1R1A1R2A1R2A1R5A1R2A1R1A1R1A3R4A3R1A1R4A1R1A2R2A1R1A2R6A1R3A1R1A1R1A3R1A1R11
II	3836976	3838262	E107	2	36	37	3.11111111111	2	A18R1A18
II	3838305	13539111	E107	1	2958	4444	3.48208248817	1696	R12A10R2A1R4A5R5A1R4A4R1A1R18A1R3A5R5A1R2A2R3A2R1A5R2A2R2A2R2A7R3A3R5A1R1A1R2A2R3A3R12A1R2A2R1A1R3A1R4A3R16A2R8A1R12A2R9A2R2A1R1A3R2A1R7A1R5A3R11A2R6A2R1A2R7A1R1A4R6A4R2A2R1A1R2A2R5A1R8A1R1A2R3A1R7A3R4A1R2A1R1A1R2A1R3A1R5A1R6A2R3A3R1A1R1A1R10A2R15A3R4A2R14A2R1A1R1A2R2A1R3A1R2A1R7A1R3A1R3A1R1A4R3A1R1A1R1A1R1A1R1A3R8A1R3A1R1A3R2A1R3A2R1A2R1A2R1A2R5A2R3A2R10A1R18A2R5A1R9A1R10A3R2A1R1A1R3A1R1A4R10A1R3A1R2A1R3A3R2A1R2A2R5A1R1A1R2A1R7A1R1A1R3A1R2A1R1A1R1A1R1A1R1A1R5A1R2A2R6A2R9A1R2A2R1A1R1A2R3A1R2A1R1A2R1A2R2A2R1A6R4A2R2A1R3A1R2A1R2A2R1A1R2A1R1A2R2A2R7A1R6A1R2A2R1A1R1A2R2A2R1A3R1A1R1A1R10A2R9A1R8A3R2A1R2A2R1A1R10A1R1A1R2A3R1A2R10A2R5A3R1A2R1A2R2A1R8A2R4A1R5A1R6A1R2A1R2A6R4A1R2A2R1A1R5A1R1A2R3A2R1A1R2A1R1A2R4A1R2A2R5A1R1A2R3A1R2A1R2A5R3A1R1A4R2A1R9A1R7A2R1A2R4A1R1A1R3A4R3A1R1A1R1A2R3A3R2A2R2A4R2A1R2A2R3A1R1A2R4A1R1A1R2A1R1A2R1A3R1A1R4A1R3A1R14A1R1A1R1A2R9A1R2A1R4A1R4A1R1A2R2A2R3A1R6A2R4A1R1A3R7A2R2A1R2A1R1A1R9A1R6A5R6A2R4A1R1A1R3A1R2A1R5A1R1A3R3A1R2A2R2A2R5A2R15A2R1A1R5A2R10A1R2A1R4A2R6A1R5A1R12A1R4A1R5A2R2A1R1A1R2A1R1A2R1A1R2A1R2A1R4A2R2A2R7A1R4A1R1A3R7A1R4A3R5A1R1A1R2A1R3A1R1A3R1A1R3A1R9A1R2A3R1A1R1A2R2A4R1A1R2A3R2A3R5A1R8A3R1A2R1A2R1A1R2A1R7A1R1A1R2A2R1A2R8A2R5A1R6A1R3A1R1A4R2A2R3A1R6A1R8A1R2A1R2A2R1A3R2A3R4A2R2A1R1A1R5A7R4A1R9A1R5A1R1A1R1A1R4A1R5A1R1A1R10A2R4A2R1A3R2A1R4A2R7A1R4A2R1A1R1A2R3A2R2A1R1A1R3A1R4A1R5A2R2A2R9A3R2A5R2A1R2A1R2A2R5A1R7A1R1A1R4A2R1A1R5A2R3A2R1A3R2A1R6A5R1A2R2A1R2A1R2A1R3A2R1A1R1A2R1A2R1A2R5A1R1A2R17A1R14A1R2A1R1A2R2A2R5A1R1A1R4A1R6A2R7A1R5A1R2A1R2A1R6A2R1A2R2A4R1A2R1A2R1A1R2A2R3A1R2A1R2A1R1A1R1A1R1A2R3A1R1A1R6A1R1A1R7A3R8A1R5A1R3A1R1A1R1A1R1A1R4A2R1A2R2A1R8A5R1A2R5A1R1A2R2A1R2A1R2A1R5A4R2A6R1A1R1A1R1A1R3A1R1A1R2A2R3A1R11A2R1A2R1A2R1A3R5A2R1A2R3A2R1A1R3A2R9A1R3A1R1A1R1A1R6A1R1A1R2A1R2A1R6A1R10A3R3A5R2A1R2A1R2A1R2A1R4A1R8A1R1A3R2A1R1A2R1A1R1A2R1A2R3A1R1A1R5A1R10A1R3A3R2A1R3A1R3A1R5A3R1A1R2A2R3A1R1A1R5A1R1A1R2A1R2A1R4A1R3A3R3A1R1A1R3A1R3A3R5A1R1A2R2A1R3A1R3A1R2A1R6A2R7A1R3A1R2A2R3A1R1A2R1A1R1A3R1A1R2A1R7A1R1A3R2A1R7A2R6A1R4A2R2A3R3A3R2A1R2A1R2A1R1A8R3A1R3A1R1A1R1A1R1A2R2A1R3A2R3A3R5A5R2A1R1A1R1A1R1A1R2A1R2A3R3A1R2A1R2A2R8A2R1A1R2A1R1A1R1A1R1A1R2A1R2A1R4A3R1A2R1A1R10A1R1A1R10A1R4A1R2A1R1A1R7A1R6A1R7A1R3A1R2A1R6A6R1A5R1A3R2A1R12A4R11A1R10A3R8A3R1A2R3A1R3A1R2A4R1A1R4A2R1A1R3A2R3A2R3A1R2A1R2A1R4A3R1A2R2A1R1A3R5A1R4A1R1A4R6A3R1A2R3A2R2A1R4A3R1A3R1A2R3A3R3A1R3A1R1A2R9A1R1A1R2A1R1A2R2A3R3A1R1A1R2A2R1A1R2A2R8A2R9A1R1A2R6A1R1A1R1A1R1A1R1A1R3A1R4A1R5A1R2A4R1A2R1A3R5A2R1A1R5A1R2A1R1A3R2A1R4A1R1A1R4A1R2A1R2A2R5A4R2A1R2A1R1A1R1A2R1A3R1A2R11A1R2A1R4A4R1A1R7A1R3A1R2A1R6A2R3A4R1A2R1A1R2A3R3A2R3A1R2A2R2A1R6A6R2A2R2A2R2A1R1A1R4A4R1A3R1A3R1A1R1A2R4A1R3A1R2A1R6A3R10A2R3A2R13A4R1A1R3A1R3A3R1A2R5A1R6A4R6A3R6A1R3A1R6A1R2A1R1A3R1A1R8A1R4A2R15A1R9A3R4A1R3A1R1A2R5A2R3A3R3A1R3A1R1A2R9A2R15A1R1A2R3A2R1A1R7A1R6A1R1A5R3A1R8A1R5A1R4A2R2A1R1A3R3A3R3A1R1A1R2A2R5A1R1A1R1A2R1A1R2A7R14A1R6A2R1A9R1A3R1A1R2A1R1A1R2A2R1A1R12A1R2A1R1A1R5A3R2A1R1A3R1A1R1A2R1A1R2A1R3A1R1A5R1A1R1A1R1A1R1A2R17A8R6A3R1A1R4A1R3A1R6A1R2A7R28A3R10A2R18A1R3A2R3A2R6A1R9A3R5A1R1A2R3A2R2A2R4A2R3A5R1A1R6A3R16A4R1A3R1A4R28A2R1A3R3A2R3A1R6A5R1A1R1A1R1A1R12A1R3A3R5A2R1A1R1A1R1A1R3A2R1A1R2A1R3A1R1A1R1A1R4A1R1A1R2A2R4A1R5A1R13A1R2A1R1A1R1A1R6A1R1A2R2A12R2A1R2A2R15A3R3A2R1A2R1A1R1A1R2A1R2A1R2A6R2A2R10A1R6A1R1A1R4A2R10A6R1A3R2A1R4A1R1A2R8A1R7A1R2A3R1A1R5A1R1A1R2A1R4A1R2A1R8A1R4A1R2A1R1A5R1A1R7A3R7A1R1A1R7A1R3A3R5A1R4A1R2A8R3A4R2A1R6A1R2A2R1A1R1A1R1A1R1A1R2A2R8A2R5A3R11A3R1A1R11A1R1A1R16A2R1A1R4A2R2A2R1A1R4A1R17A2R3A1R2A2R10A1R3A1R4A3R6A3R3A1R4A1R4
II	13551895	15276725	E107	2	1279	1293	3.2963252541	20	A6R2A220R2A82R2A79R1A83R1A33R1A7R1A496R1A56R2A215R1A2
III	3683	9302	E107	2	17	29	3.47058823529	3	R9A6R3A11
III	9403	137977	E107	1	509	671	3.07662082515	137	R6A1R7A1R7A3R22A1R8A3R8A3R11A1R3A1R3A1R4A1R8A1R3A3R3A1R6A1R3A4R2A1R2A3R6A4R17A12R28A2R9A1R12A7R6A3R3A1R6A2R4A1R3A1R3A1R8A1R30A3R3A1R4A6R6A1R1A1R3A2R8A1R15A2R1A1R3A4R1A1R17A3R2A1R1A1R7A1R9A1R27A7R9A4R4A3R4A2R3A1R11A1R8A1R13A2R2A1R4A4R21A2R5A1R13A2R7A2R11A2R1A3R2A9R1A1R6A1R11A9R3A3R17A3R2A1R2A1
III	138002	138846	E107	2	13	15	1.84615384615	4	A2R1A7R1A4
III	139031	148728	E107	1	131	160	4.10687022901	32	R2A3R3A2R3A2R7A2R21A2R9A2R2A1R12A1R4A1R5A2R19A1R22A1R1A2R1A1R8A3R2A3R10
III	149621	150431	E107	2	15	15	4.6	0	A15
III	150504	966975	E107	1	493	707	3.83164300203	182	R12A1R17A11R36A1R2A3R6A1R24A2R2A2R4A1R3A5R5A4R8A1R1A1R10A4R25A2R2A1R4A1R1A4R2A3R2A9R1A1R6A1R1A2R4A1R2A1R2A1R1A1R1A2R2A1R3A2R1A4R3A1R3A1R6A4R2A2R6A2R1A2R1A2R3A2R2A2R2A1R1A2R2A1R2A1R1A2R7A1R1A3R1A1R16A2R2A1R9A1R6A4R1A1R7A3R7A10R3A3R3A1R12A5R12A2R9A2R1A1R3A1R3A4R2A2R3A3R1A2R5A1R3A1R5A2R1A1R4A1R5A1R2A3R4A1R7A5R6A1R1A1R7A1R8A1R4A1R5A7R9A2R3A1R9A5R3A11R3A3R2A1R2A1R29A2R11A4R6A3R7A1R8
III	967016	968794	E107	2	16	18	2.75	4	A13R1A1R1A2
III	968811	974495	E107	1	34	46	4.23529411765	6	R6A1R16A6R4A5R8
III	976229	977037	E107	2	16	16	2.5	0	A16
III	977095	1129003	E107	1	81	127	3.12345679012	36	R13A1R6A5R10A6R5A1R1A6R11A2R2A3R1A1R1A2R1A2R2A1R1A1R6A3R3A4R4A5R3A1R1A1R9A1R1
III	1133520	1296383	E107	2	30	45	2.86666666667	20	A1R1A2R1A2R1A1R1A3R3A2R1A2R1A3R1A1R2A9R3A4
III	1296403	1350178	E107	1	119	167	4.35294117647	32	R8A6R20A5R3A1R8A4R1A3R4A1R31A2R3A3R2A3R1A1R3A1R3A2R1A1R3A8R10A3R1A4R17
III	1350540	1351456	E107	2	31	31	4.0	0	A31
III	1351522	1402983	E107	1	208	273	3.45673076923	34	R6A2R2A1R5A7R16A1R2A2R7A5R16A4R14A1R29A3R3A1R1A5R42A4R7A3R9A7R1A2R18A12R13A5R17
III	1403099	1405462	E107	2	27	27	4.25925925926	0	A27
III	1412088	13783502	E107	1	3060	4175	3.64346405229	1270	R4A3R4A1R6A2R1A3R1A1R12A4R6A1R4A1R1A4R2A3R2A1R5A10R9A4R1A2R8A3R3A6R5A3R5A1R1A3R5A1R2A4R1A1R5A1R3A2R1A1R6A2R3A1R19A1R1A2R4A3R11A4R4A3R8A1R3A1R4A2R7A2R1A3R3A1R4A1R1A1R4A1R3A2R4A3R3A1R2A1R4A5R2A1R2A6R2A6R2A2R7A2R3A1R2A1R5A3R2A2R2A1R2A4R1A6R3A1R4A4R1A3R6A3R1A1R1A1R4A1R2A1R6A4R1A1R2A3R11A3R2A1R7A1R1A1R2A2R1A1R2A1R1A3R5A2R3A1R9A2R2A1R4A1R6A1R3A2R1A1R1A1R1A1R2A2R1A1R1A3R2A1R5A1R2A1R1A1R2A2R6A3R2A1R2A1R5A3R1A1R8A8R1A3R2A1R5A3R1A3R8A2R8A2R1A2R1A2R2A2R6A2R1A1R4A1R1A1R1A1R3A1R1A3R7A5R6A2R1A1R1A1R4A2R1A1R2A1R17A3R10A1R3A1R8A1R3A1R6A1R4A3R1A3R4A2R7A1R1A1R1A1R3A1R5A1R8A1R4A1R1A1R6A1R2A3R2A1R7A1R5A2R1A1R2A1R10A1R2A2R6A3R4A1R4A1R1A2R1A2R1A2R3A1R1A1R5A2R2A4R1A1R11A3R5A1R3A1R1A1R1A1R4A3R2A2R2A1R9A1R10A2R1A1R3A1R1A1R1A1R2A1R2A5R2A1R4A1R9A1R2A1R4A2R1A1R1A6R2A1R8A6R3A1R1A2R6A2R2A2R2A1R7A4R8A3R5A3R3A1R14A3R2A1R1A1R2A1R1A1R2A1R1A1R3A1R2A1R2A2R3A1R1A1R5A4R1A1R7A1R1A1R2A3R6A1R1A3R1A2R2A2R3A2R2A1R2A2R3A1R1A3R2A1R1A1R1A1R1A2R2A1R2A1R5A4R4A1R9A1R1A1R2A1R1A1R3A1R4A3R3A1R3A5R9A1R2A2R1A4R1A1R8A2R3A1R1A1R1A1R3A6R1A1R3A1R2A1R1A2R3A3R1A1R6A1R1A1R1A3R4A1R3A1R1A1R7A2R3A1R2A2R6A1R4A3R4A1R2A3R3A1R1A3R3A3R1A1R1A1R2A1R1A1R5A1R3A1R1A1R7A1R5A1R2A2R1A1R1A1R3A2R1A1R4A1R6A1R2A1R2A3R1A2R2A2R1A4R13A6R1A2R1A2R2A1R1A3R1A1R2A1R1A2R3A1R1A1R3A2R4A2R3A1R1A1R7A2R1A1R7A3R4A1R1A1R4A1R5A1R2A2R2A1R1A1R3A3R2A3R4A3R2A4R4A2R2A1R2A1R7A1R4A2R4A1R10A1R2A2R8A1R1A1R1A1R2A1R1A1R2A1R6A1R1A1R2A2R9A1R1A7R2A3R10A1R1A1R15A1R4A1R1A1R7A2R2A1R3A3R5A1R1A2R1A1R1A3R1A4R2A3R3A2R5A3R1A2R1A1R7A1R1A1R1A1R3A2R2A2R6A1R7A1R1A1R5A1R2A5R1A3R1A1R2A1R5A2R4A1R4A2R4A1R5A3R1A4R2A2R2A1R2A1R1A3R1A2R1A1R3A2R25A1R3A1R2A1R4A1R5A1R2A1R3A1R2A1R2A1R7A5R1A1R6A2R1A1R7A1R21A1R4A1R1A1R1A1R4A2R1A2R3A1R1A1R3A4R3A2R1A1R3A1R1A1R7A2R1A3R2A1R3A1R2A1R4A1R2A2R1A2R3A2R2A1R1A3R1A4R3A2R2A1R1A1R7A2R2A1R2A2R14A1R2A4R7A1R4A1R2A3R1A2R1A2R5A1R4A2R1A1R2A1R4A3R1A1R1A3R5A2R1A2R1A1R4A2R4A2R6A2R1A2R6A1R1A1R1A1R4A1R2A1R1A4R6A1R3A1R2A1R5A1R2A1R1A1R1A1R2A1R1A1R1A2R1A1R1A1R1A3R20A3R4A2R1A2R1A1R4A3R1A4R7A1R3A2R6A1R8A1R1A2R5A1R7A1R3A3R9A1R3A8R5A1R1A2R1A1R13A1R2A1R5A1R6A1R7A2R1A4R3A2R1A1R1A1R2A1R2A2R1A1R5A2R6A1R5A5R10A4R1A2R1A3R3A2R2A1R4A1R4A1R1A1R1A1R1A1R2A2R2A1R5A1R4A1R2A1R3A2R1A1R3A1R5A1R8A2R1A1R5A1R2A3R5A1R2A2R1A2R1A1R3A1R6A1R10A4R1A2R1A1R1A2R3A2R5A1R1A1R4A2R2A2R3A2R1A1R1A1R1A2R3A2R1A1R1A1R5A1R2A3R6A2R5A1R1A5R5A1R5A1R2A1R6A1R1A2R2A1R2A2R1A2R1A2R3A2R1A1R3A1R4A1R7A1R1A1R2A1R3A1R3A1R11A1R1A2R2A2R3A1R7A2R10A2R5A3R2A1R3A1R3A1R3A1R6A1R9A4R6A1R1A1R4A3R1A3R2A1R5A3R8A1R4A1R8A2R3A2R3A1R2A1R1A2R3A1R1A1R2A1R4A2R8A1R1A1R1A1R1A1R5A1R1A1R11A4R4A1R6A1R7A1R6A3R5A1R8A1R2A5R1A1R8A1R3A1R1A2R7A1R2A1R9A3R1A2R2A1R1A1R4A2R4A1R1A1R6A3R4A2R1A1R4A2R2A2R8A1R1A1R2A3R2A1R2A1R912
IV	57787	17491919	E107	1	10713	10782	3.56650798096	83	A2R1A1R6A1R1A1R2A1R11A2R2A2R15A1R6A3R17A1R2A2R1A1R5A1R1A1R1A1R4A2R1A1R2A1R21A1R6A1R1A1R3A1R7A4R1A1R4A1R6A4R2A2R2A1R19A1R1646A1R1376A1R1558A1R8A2R19A1R459A1R226A1R14A13R845A1R509A1R241A1R1571A1R1423A1R668
V	396	548685	E107	1	417	589	2.97841726619	125	A2R1A1R4A1R1A1R3A1R1A1R8A1R2A1R1A2R3A3R11A1R1A1R2A2R1A3R1A1R1A1R1A2R4A2R4A3R3A1R7A1R4A1R3A1R1A3R5A1R1A1R3A2R2A1R3A3R3A1R3A3R4A1R1A7R4A3R19A2R9A6R14A1R9A2R7A3R12A1R2A11R8A2R5A7R32A1R15A5R2A2R10A9R21A2R7A5R4A6R12A3R2A1R27A7R10A3R2A1R5A2R2A4R38A11R18A1R1A2R4A3R3A8R12A1R8
V	548721	550119	E107	2	30	42	5.86666666667	8	A9R2A3R4A1R5A9R1A8
V	550152	562539	E107	1	136	159	2.30882352941	14	R48A5R7A2R42A11R17A1R3A1R1A1R3A2R15
V	563472	564678	E107	2	15	15	3.6	0	A15
V	564699	577367	E107	1	77	87	3.2987012987	8	R4A1R3A1R21A6R46A2R3
V	577393	581005	E107	2	23	30	3.04347826087	8	A1R1A3R1A2R1A7R4A10
V	581081	581906	E107	1	20	21	2.5	2	R9A1R11
V	581974	582696	E107	2	21	21	3.80952380952	0	A21
V	582759	655319	E107	1	167	234	3.63473053892	54	R26A2R2A6R3A1R31A2R4A8R5A5R2A1R4A1R5A3R1A1R7A3R1A1R1A2R1A1R1A3R2A1R6A1R12A2R1A5R5A1R4A4R10A1R11A1R1A8R15A1R1A1R1A1R4
V	656118	675964	E107	2	25	34	2.44	10	A4R1A5R4A4R1A1R2A1R1A10
V	676093	685208	E107	1	65	74	4.70769230769	8	R6A2R5A1R2A2R15A4R37
V	685501	691191	E107	2	17	18	3.35294117647	2	A8R1A9
V	691263	2951026	E107	1	1921	2678	3.72826652785	693	R13A2R24A6R1A5R17A4R1A1R13A2R10A13R36A7R4A1R26A9R2A5R22A1R17A2R3A7R7A6R7A5R9A2R10A4R10A6R7A1R11A1R1A1R1A1R1A2R1A1R15A1R12A2R5A2R5A3R14A1R4A1R2A2R4A2R1A5R12A2R1A2R1A1R1A1R1A2R1A1R1A2R2A2R4A1R1A5R8A1R1A2R2A4R4A1R1A2R16A5R2A1R3A2R5A1R3A1R3A1R8A2R5A1R3A1R11A2R7A1R4A3R1A3R2A1R1A1R3A1R2A2R9A3R2A2R1A1R2A1R3A1R7A2R6A2R4A1R1A4R1A1R2A1R2A1R4A1R4A1R3A3R1A1R3A1R5A1R3A2R1A1R4A1R1A2R3A1R2A1R8A2R2A1R8A1R13A1R18A1R1A2R1A1R4A1R1A4R4A1R3A1R5A1R1A1R1A2R5A1R13A1R2A5R1A1R5A2R5A2R1A2R2A1R3A1R1A2R1A5R1A1R2A1R1A1R4A1R8A1R1A1R12A1R1A2R13A1R2A2R2A3R2A1R4A1R1A2R6A2R3A2R5A2R1A2R1A1R1A2R12A1R1A2R1A1R1A1R2A2R1A3R1A1R1A4R2A3R7A4R3A2R1A1R2A1R6A3R1A1R6A2R3A3R1A1R8A1R1A1R2A5R7A4R1A2R3A4R2A2R1A1R3A1R3A5R1A2R1A1R3A3R2A1R1A1R2A3R1A1R2A1R4A1R4A3R1A3R1A1R8A1R2A2R3A4R1A1R1A1R1A2R9A1R13A1R2A2R6A1R3A1R1A3R1A6R4A3R5A1R1A2R1A1R3A1R1A1R11A1R2A5R7A1R1A1R1A1R2A1R8A3R1A2R1A1R1A2R5A1R3A5R6A3R2A6R7A1R3A1R1A2R3A1R1A3R3A2R6A3R5A2R3A1R2A1R2A3R6A1R2A1R2A1R5A1R1A5R3A1R5A1R7A3R17A2R2A1R1A3R7A2R20A3R20A1R8A13R35A2R120A1R16A1R4A6R1A4R6A1R2A3R6A9R9A5R12A1R5A1R10A1R2A1R4A4R29A2R3A7R31A1R1A1R4A1R12A4R7A1R13A4R2A1R1A1R4A1R3A1R8A1R3A1R11A1R2A1R32A1R4A1R2A4R11A1R9A1R1A8R3A1R2A3R7A1R4A1R10A1R1A1R5A1R2A4R3A1R2A1R1A1R6A1R10A1R13A5R12A4R14A2R12A1R4A1R1A3R1A5R2A1R4A1R1A2R7A2R1A1R2A2R1A1R1A1R1A1R5A1R2A3R1A2R2A3R9A2R5A1R22A9R10A2R3A2R13A2R1A1R8A3R2A8R3A4R3A6R29A3R20A13R5A2R34A7R6A2R4A2R17A2R3A1R3A1R1A2R1A3R9A1R3A1R2A3R1A4R7A2R1A2R2A1R1A2R4A2R4A1R2A3R3A1R1A1R2A2R16A5R1A2R1A1R8A1R2A3R4A2R17A2R5A1
V	2951229	2958051	E107	2	15	16	3.46666666667	1	R1A15
V	2958224	3442742	E107	1	703	918	3.44523470839	170	R15A2R1A3R1A1R2A7R6A2R1A2R3A2R4A2R1A11R6A1R6A4R1A3R9A5R2A1R5A2R7A1R3A1R24A1R13A1R1A6R1A1R2A6R5A1R6A1R5A1R1A1R3A6R4A1R4A1R4A2R4A3R2A1R5A1R5A1R5A4R1A2R2A1R1A1R1A1R8A2R3A1R3A1R4A3R3A3R5A4R2A1R4A2R14A1R1A3R6A1R6A2R7A4R4A1R17A2R17A3R36A1R21A1R2A4R1A4R15A1R6A2R1A1R10A3R1A1R1A9R21A3R1A2R6A2R1A1R1A2R23A1R12A7R7A3R13A1R34A2R17A1R3A2R41A2R14A10R10A1R10A12R40A2R20A3R15A1R35A2R9
V	3442757	3462426	E107	2	26	33	3.42307692308	4	A7R6A13R1A6
V	3463203	3808254	E107	1	359	484	3.47632311978	145	R3A1R3A1R5A2R1A2R1A1R5A1R4A2R1A1R1A2R22A1R4A2R2A2R2A1R10A2R1A1R5A1R1A2R7A2R1A1R1A1R5A2R1A2R3A1R6A6R3A1R4A2R1A4R4A1R1A4R2A1R2A1R21A1R1A1R4A1R2A1R1A1R4A1R2A2R4A1R13A1R4A2R2A1R1A2R5A2R1A2R11A2R4A1R1A1R4A4R4A1R2A1R9A2R2A3R2A3R2A1R12A2R2A1R5A3R2A1R1A2R5A1R6A3R1A1R11A1R1A6R8A2R1A3R42A2R14A1R2A1R18A1R2A1R8A1
V	3808511	3810846	E107	2	15	17	3.46666666667	3	R1A14R1A1
V	3810977	3945227	E107	1	253	348	3.82608695652	85	R2A2R5A1R1A3R1A2R4A3R7A2R6A1R1A1R2A1R2A1R1A1R1A1R4A1R6A2R4A2R2A2R2A4R2A1R1A1R11A4R1A2R8A3R6A2R3A2R2A4R1A2R4A1R4A1R4A2R1A3R8A1R4A7R2A2R16A3R6A1R5A2R68A2R8A1R13A3R4A1R2A4R7A7R11A3
V	3945230	3946401	E107	2	25	29	3.44	2	A1R4A24
V	3946734	3948850	E107	1	49	55	4.32653061224	4	R13A4R1A2R35
V	3948904	3955136	E107	2	48	68	3.58333333333	12	A4R1A11R3A4R6A6R5A2R2A15R3A6
V	3956120	18132066	E107	1	19086	19679	3.54987949282	632	R47A1R3A3R8A10R10A3R1A2R4A4R1A1R7A1R1A4R13A2R3A1R10A2R2A4R1A2R1A1R8A1R14A1R1A1R2A1R2A1R2A1R3A1R4A1R5A2R4A1R1A1R3A1R4A1R2A4R1A2R1A2R14A1R3A1R6A1R5A2R1A2R2A1R1A1R1A3R1A1R1A1R2A1R4A4R3A1R2A6R3A1R7A1R6A2R9A1R3A3R2A2R2A2R1A1R5A1R6A1R2A6R7A4R3A3R2A2R6A1R2A7R2A2R2A2R2A3R1A2R1A1R2A4R13A1R2A3R1A1R2A1R5A2R3A1R5A1R4A2R8A1R1A1R4A1R15A2R2A3R4A2R1A2R2A3R7A3R3A2R2A4R1A3R9A4R11A3R1A1R9A4R5A1R6A3R1A1R2A2R2A2R1A3R4A3R7A10R6A4R4A1R5A1R3A1R11A2R3A1R2A1R7A1R1A2R3A2R6A1R2A1R2A3R15A2R7A1R5A2R5A1R13A2R2A1R5A2R3A2R5A4R6A2R2A1R2A1R6A5R2A2R4A1R2A3R1A4R3A2R6A2R5A1R3A2R7A2R1A2R3A1R2A3R2A1R3A1R1A1R7A1R6A1R2A3R5A1R3A1R4A1R1A1R1A2R10A1R1A1R1A1R2A1R1A1R3A1R1A1R1A2R2A2R1A5R2A1R1A2R5A1R1A1R2A1R3A1R2A3R1A1R2A1R3A2R6A1R3A2R2A2R2A2R1A2R2A1R7A1R3A4R3A1R1A2R1A1R1A1R5A1R3A2R1A1R1A2R1A2R9A1R2A2R1A3R3A1R2A3R1A1R3A2R1A1R3A1R4A2R2A3R1A2R3A3R5A1R1A2R1A1R1A1R4A1R1A3R3A1R2A1R1A1R3A2R1A1R2A1R2A1R9A1R5A1R3A1R1A2R4A2R1A1R9A2R2A2R2A1R1A2R5A1R5A1R5A1R1A1R1A2R4A1R10A1R2A3R1A2R1A1R1A3R4A2R4A5R4A1R1A2R1A4R6A2R1A1R4A5R1A2R1A2R2A5R3A1R1A2R1A1R4A1R2A1R6A2R2A2R2A2R6A1R9A1R2A2R1A1R2A1R2A1R2A1R1A2R1A2R5A1R6A8R3A3R1A2R5A1R3A1R1A3R10A2R16A2R1A1R2A1R6A1R5A1R5A4R1A1R2A1R2A2R1A3R16A3R4A5R1A1R3A1R11A2R14A2R13A3R1A1R1A1R261A1R1302A1R2357A1R622A1R411A2R1153A1R1110A1R1A1R6365A4R3A1R1883A1R790A1R1348A1R1A2R364A7R2A2R3A1R1A1R5A3R3A1R1A1R5A1R1A2R1A1R1A1R1A2R2A1R6A2R2A1R4
V	18132280	18184411	E107	2	34	47	2.76470588235	18	A2R1A1R1A1R1A6R3A6R1A8R2A3R2A2R1A4R1A1
V	18184504	18221966	E107	1	76	95	1.97368421053	12	R1A1R9A2R1A2R44A1R6A6R7A7R8
V	18222101	18222579	E107	2	33	34	2.9696969697	2	A5R1A28
V	18223066	18238803	E107	1	38	53	3.84210526316	12	R3A1R10A3R4A4R3A1R7A1R3A5R8
V	18239406	18241950	E107	2	26	34	4.11538461538	5	A4R1A15R3A7R4
V	18242407	18247038	E107	1	30	37	2.0	2	R3A7R27
V	18247341	18247816	E107	2	20	20	2.3	0	A20
V	18247846	18248571	E107	1	16	18	2.3125	1	R16A2
V	18248588	18699503	E107	2	218	372	2.32568807339	137	R2A20R6A1R1A5R7A2R4A4R6A4R1A7R1A1R3A4R3A1R2A4R1A1R1A3R5A2R2A6R1A2R1A1R1A1R4A1R2A1R1A2R2A1R5A2R1A8R2A2R2A1R1A2R1A2R1A1R2A7R1A5R1A9R1A2R1A2R4A1R2A3R1A2R5A2R4A5R2A1R2A4R1A2R1A6R2A1R2A1R3A1R1A2R2A5R1A4R2A1R1A1R2A5R1A1R1A4R1A1R1A2R1A2R1A1R9A3R2A13R5A2R3A1R2A4R1A1R1A1R2A2R3A8R5A5R1A3
V	18703678	18843212	E107	1	92	144	2.36956521739	47	R4A1R4A1R9A4R4A1R10A5R2A1R1A4R1A1R5A2R3A1R1A2R1A1R2A1R6A2R2A1R8A5R1A3R1A4R3A3R6A1R4A1R1A3R4A3R9A1
V	18843546	18856706	E107	2	53	63	2.49056603774	13	R1A12R1A9R1A9R2A6R3A5R1A11R1A1
V	18856813	19241003	E107	1	262	397	2.51145038168	123	R4A3R4A1R3A2R1A3R1A3R1A1R3A3R10A1R2A1R4A4R2A1R9A2R1A6R3A1R1A2R8A3R6A2R6A2R1A2R3A2R2A2R2A1R1A1R1A3R4A1R4A1R7A1R9A3R1A2R2A1R2A3R2A4R3A2R8A3R6A6R3A4R2A1R4A1R3A1R1A3R3A1R15A1R9A1R30A3R4A1R3A2R1A2R14A3R2A1R2A4R3A4R3A1R5A1R2A1R2A3R1A3R2A1R1A3R2A1R7A5R4A2R7A2
V	19241011	19292782	E107	2	29	41	2.13793103448	17	R2A7R2A4R1A2R1A1R2A2R1A1R1A6R1A5R1A1
V	19293310	19372605	E107	1	77	108	2.5974025974	26	R1A1R3A1R1A1R12A2R13A1R8A3R8A3R9A5R5A3R2A1R4A5R1A3R7A2R3
V	19372885	19432064	E107	2	141	192	2.65957446809	30	A4R1A4R2A9R5A5R1A3R8A2R1A4R1A33R3A5R1A3R2A20R6A12R6A16R6A1R3A13R5A7
